Merchant,Booked Quarter,Quarter On Book,FICO Bucket,Line Item,Value
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Revolve Balance,"$782,400"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Principal Payments,"($331,800)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),EoP Interest & Fees Balance,"$87,950"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Interest Revenue,"$58,480"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Interchange Revenue,"$8,260"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Fee Revenue,"$5,660"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Merchant Discount Rate,"$6,630"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Other Revenue,$670
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Cost of Funds,"($18,870)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Charge Offs,"($14,490)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Recoveries / Debt Sale,"$1,100"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Payment Fees,($830)
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Rewards,"($7,813)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Rebates,"($1,130)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Royalties,"($3,869)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),3rd Party Fraud,($620)
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Servicing & Collections,"($5,050)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Acquisition Bounties,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Sign-On Bonus,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Marketing Expense,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Added Features,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Card Origination,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),CAC / New Account,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Program Support,"($1,860)"
Merchant 1,Q1 2023,Q2 2023,Poor (300-579),Other Credits,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),New Accounts,0
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Total Accounts,"5,035"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),In-Month Active Accounts,"3,521"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Net Transaction Volume,"$7,395,400"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),On-Merchant Volume,"$6,034,600"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Off-Merchant Volume,"$1,360,800"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Outstanding Balance,"$8,876,870"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Revolve Balance,"$1,701,200"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Principal Payments,"($6,340,200)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),EoP Interest & Fees Balance,"$81,670"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Interest Revenue,"$80,380"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Interchange Revenue,"$98,270"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Fee Revenue,"$4,370"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Merchant Discount Rate,"$92,310"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Other Revenue,"$2,850"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Cost of Funds,"($109,480)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Charge Offs,"($10,240)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Recoveries / Debt Sale,$990
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Payment Fees,"($11,240)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Rewards,"($141,666)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Rebates,"($14,490)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Royalties,"($52,434)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),3rd Party Fraud,"($3,740)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Servicing & Collections,"($8,240)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Acquisition Bounties,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Sign-On Bonus,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Marketing Expense,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Added Features,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Card Origination,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),CAC / New Account,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Program Support,"($6,220)"
Merchant 1,Q1 2023,Q3 2023,Exceptional (800-850),Other Credits,"($5,040)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),New Accounts,0
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Total Accounts,"6,885"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),In-Month Active Accounts,"4,633"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Net Transaction Volume,"$7,618,200"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),On-Merchant Volume,"$6,216,500"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Off-Merchant Volume,"$1,401,700"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Outstanding Balance,"$11,608,870"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Revolve Balance,"$3,036,900"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Principal Payments,"($5,992,200)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),EoP Interest & Fees Balance,"$202,970"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Interest Revenue,"$166,270"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Interchange Revenue,"$108,850"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Fee Revenue,"$9,350"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Merchant Discount Rate,"$92,260"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Other Revenue,"$3,420"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Cost of Funds,"($141,410)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Charge Offs,"($25,950)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Recoveries / Debt Sale,"$2,400"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Payment Fees,"($11,690)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Rewards,"($146,477)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Rebates,"($15,380)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Royalties,"($52,916)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),3rd Party Fraud,"($4,510)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Servicing & Collections,"($12,440)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Acquisition Bounties,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Sign-On Bonus,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Marketing Expense,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Added Features,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Card Origination,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),CAC / New Account,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Program Support,"($8,280)"
Merchant 1,Q1 2023,Q3 2023,Very Good (740-799),Other Credits,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),New Accounts,0
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Total Accounts,"5,657"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),In-Month Active Accounts,"3,452"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Net Transaction Volume,"$4,697,800"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),On-Merchant Volume,"$3,833,400"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Off-Merchant Volume,"$864,400"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Outstanding Balance,"$9,369,960"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Revolve Balance,"$3,153,500"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Principal Payments,"($3,502,300)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),EoP Interest & Fees Balance,"$282,360"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Interest Revenue,"$196,310"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Interchange Revenue,"$67,120"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Fee Revenue,"$11,860"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Merchant Discount Rate,"$56,520"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Other Revenue,"$2,740"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Cost of Funds,"($114,780)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Charge Offs,"($44,720)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Recoveries / Debt Sale,"$4,190"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Payment Fees,"($7,260)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Rewards,"($84,361)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Rebates,"($8,990)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Royalties,"($31,842)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),3rd Party Fraud,"($3,160)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Servicing & Collections,"($11,910)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Acquisition Bounties,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Sign-On Bonus,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Marketing Expense,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Added Features,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Card Origination,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),CAC / New Account,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Program Support,"($7,100)"
Merchant 1,Q1 2023,Q3 2023,Good (670-739),Other Credits,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),New Accounts,0
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Total Accounts,"3,588"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),In-Month Active Accounts,"1,934"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Net Transaction Volume,"$2,143,000"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),On-Merchant Volume,"$1,748,700"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Off-Merchant Volume,"$394,300"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Outstanding Balance,"$5,516,700"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Revolve Balance,"$2,506,800"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Principal Payments,"($1,462,700)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),EoP Interest & Fees Balance,"$288,800"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Interest Revenue,"$174,850"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Interchange Revenue,"$32,760"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Fee Revenue,"$11,780"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Merchant Discount Rate,"$26,560"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Other Revenue,"$1,490"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Cost of Funds,"($67,580)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Charge Offs,"($51,210)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Recoveries / Debt Sale,"$4,250"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Payment Fees,"($3,250)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Rewards,"($34,434)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Rebates,"($4,130)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Royalties,"($14,438)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),3rd Party Fraud,"($1,810)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Servicing & Collections,"($9,060)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Acquisition Bounties,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Sign-On Bonus,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Marketing Expense,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Added Features,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Card Origination,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),CAC / New Account,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Program Support,"($4,190)"
Merchant 1,Q1 2023,Q3 2023,Fair (580-669),Other Credits,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),New Accounts,0
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Total Accounts,"1,558"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),In-Month Active Accounts,721
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Net Transaction Volume,"$574,200"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),On-Merchant Volume,"$468,500"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Off-Merchant Volume,"$105,700"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Outstanding Balance,"$1,792,450"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Revolve Balance,"$957,200"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Principal Payments,"($360,500)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),EoP Interest & Fees Balance,"$134,750"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Interest Revenue,"$71,550"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Interchange Revenue,"$8,780"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Fee Revenue,"$6,710"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Merchant Discount Rate,"$7,010"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Other Revenue,$550
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Cost of Funds,"($21,990)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Charge Offs,"($28,770)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Recoveries / Debt Sale,"$2,420"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Payment Fees,($840)
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Rewards,"($8,106)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Rebates,"($1,160)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Royalties,"($3,903)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),3rd Party Fraud,($720)
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Servicing & Collections,"($4,830)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Acquisition Bounties,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Sign-On Bonus,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Marketing Expense,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Added Features,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Card Origination,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),CAC / New Account,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Program Support,"($1,850)"
Merchant 1,Q1 2023,Q3 2023,Poor (300-579),Other Credits,($610)
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),New Accounts,0
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Total Accounts,"5,042"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),In-Month Active Accounts,"3,951"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Net Transaction Volume,"$10,715,100"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),On-Merchant Volume,"$8,614,900"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Off-Merchant Volume,"$2,100,200"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Outstanding Balance,"$11,617,130"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Revolve Balance,"$2,159,000"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Principal Payments,"($7,987,900)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),EoP Interest & Fees Balance,"$111,730"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Interest Revenue,"$102,010"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Interchange Revenue,"$143,280"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Fee Revenue,"$5,710"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Merchant Discount Rate,"$131,290"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Other Revenue,"$3,350"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Cost of Funds,"($134,490)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Charge Offs,"($17,150)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Recoveries / Debt Sale,"$1,750"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Payment Fees,"($16,420)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Rewards,"($209,622)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Rebates,"($20,810)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Royalties,"($72,021)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),3rd Party Fraud,"($5,020)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Servicing & Collections,"($9,430)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Acquisition Bounties,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Sign-On Bonus,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Marketing Expense,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Added Features,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Card Origination,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),CAC / New Account,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Program Support,"($6,330)"
Merchant 1,Q1 2023,Q4 2023,Exceptional (800-850),Other Credits,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),New Accounts,0
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Total Accounts,"6,777"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),In-Month Active Accounts,"4,896"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Net Transaction Volume,"$11,173,300"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),On-Merchant Volume,"$8,983,300"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Off-Merchant Volume,"$2,190,000"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Outstanding Balance,"$14,692,360"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Revolve Balance,"$3,769,000"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Principal Payments,"($8,109,900)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),EoP Interest & Fees Balance,"$269,260"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Interest Revenue,"$206,350"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Interchange Revenue,"$160,580"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Fee Revenue,"$12,200"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Merchant Discount Rate,"$136,020"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Other Revenue,"$3,790"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Cost of Funds,"($172,600)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Charge Offs,"($47,060)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Recoveries / Debt Sale,"$4,570"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Payment Fees,"($17,190)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Rewards,"($217,751)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Rebates,"($23,160)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Royalties,"($77,671)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),3rd Party Fraud,"($6,450)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Servicing & Collections,"($13,360)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Acquisition Bounties,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Sign-On Bonus,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Marketing Expense,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Added Features,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Card Origination,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),CAC / New Account,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Program Support,"($7,750)"
Merchant 1,Q1 2023,Q4 2023,Very Good (740-799),Other Credits,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),New Accounts,0
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Total Accounts,"5,605"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),In-Month Active Accounts,"3,740"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Net Transaction Volume,"$6,982,400"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),On-Merchant Volume,"$5,613,800"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Off-Merchant Volume,"$1,368,600"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Outstanding Balance,"$12,067,480"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Revolve Balance,"$3,835,600"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Principal Payments,"($4,313,600)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),EoP Interest & Fees Balance,"$389,780"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Interest Revenue,"$238,770"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Interchange Revenue,"$100,350"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Fee Revenue,"$15,280"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Merchant Discount Rate,"$83,170"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Other Revenue,"$2,890"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Cost of Funds,"($140,680)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Charge Offs,"($81,310)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Recoveries / Debt Sale,"$7,890"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Payment Fees,"($10,700)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Rewards,"($124,135)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Rebates,"($13,660)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Royalties,"($48,054)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),3rd Party Fraud,"($4,810)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Servicing & Collections,"($12,950)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Acquisition Bounties,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Sign-On Bonus,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Marketing Expense,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Added Features,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Card Origination,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),CAC / New Account,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Partner Signing Bonus,-
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Program Support,"($6,760)"
Merchant 1,Q1 2023,Q4 2023,Good (670-739),Other Credits,-
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),New Accounts,0
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Total Accounts,"3,470"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),In-Month Active Accounts,"2,181"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Net Transaction Volume,"$3,079,100"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),On-Merchant Volume,"$2,475,600"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Off-Merchant Volume,"$603,500"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Outstanding Balance,"$6,890,150"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Revolve Balance,"$3,034,100"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Principal Payments,"($1,747,700)"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),EoP Interest & Fees Balance,"$402,950"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Interest Revenue,"$211,630"
Merchant 1,Q1 2023,Q4 2023,Fair (580-669),Interchange Revenue,"$47,330"
