Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 7,Very Good (740-799),3,Interest Revenue,Revolve Balance,0.05474963068303716
Merchant 7,Very Good (740-799),4,Interest Revenue,Revolve Balance,0.054750202405973225
Merchant 7,Very Good (740-799),5,Interest Revenue,Revolve Balance,0.054749326145552564
Merchant 8,Exceptional (800-850),0,Interest Revenue,Revolve Balance,0.04725486418801772
Merchant 8,Exceptional (800-850),1,Interest Revenue,Revolve Balance,0.04725140483752749
Merchant 8,Exceptional (800-850),2,Interest Revenue,Revolve Balance,0.047249974770410735
Merchant 8,Exceptional (800-850),3,Interest Revenue,Revolve Balance,0.047258722247394656
Merchant 8,Exceptional (800-850),4,Interest Revenue,Revolve Balance,0.0472378432021171
Merchant 8,Fair (580-669),0,Interest Revenue,Revolve Balance,0.06975071334597707
Merchant 8,Fair (580-669),1,Interest Revenue,Revolve Balance,0.06975100192964227
Merchant 8,Fair (580-669),2,Interest Revenue,Revolve Balance,0.06974862695395015
Merchant 8,Fair (580-669),3,Interest Revenue,Revolve Balance,0.06975021102322819
Merchant 8,Fair (580-669),4,Interest Revenue,Revolve Balance,0.06974979619991221
Merchant 8,Good (670-739),0,Interest Revenue,Revolve Balance,0.062249991212344896
Merchant 8,Good (670-739),1,Interest Revenue,Revolve Balance,0.062250471549827095
Merchant 8,Good (670-739),2,Interest Revenue,Revolve Balance,0.06225196850393701
Merchant 8,Good (670-739),3,Interest Revenue,Revolve Balance,0.06225269003818119
Merchant 8,Good (670-739),4,Interest Revenue,Revolve Balance,0.06224849616262186
Merchant 8,Poor (300-579),0,Interest Revenue,Revolve Balance,0.07474943671820371
Merchant 8,Poor (300-579),1,Interest Revenue,Revolve Balance,0.07474760116812683
Merchant 8,Poor (300-579),2,Interest Revenue,Revolve Balance,0.07474955528508567
Merchant 8,Poor (300-579),3,Interest Revenue,Revolve Balance,0.07474761938855874
Merchant 8,Poor (300-579),4,Interest Revenue,Revolve Balance,0.07474571345539087
Merchant 8,Very Good (740-799),0,Interest Revenue,Revolve Balance,0.05474735191526129
Merchant 8,Very Good (740-799),1,Interest Revenue,Revolve Balance,0.05474862484132784
Merchant 8,Very Good (740-799),2,Interest Revenue,Revolve Balance,0.05475096656811462
Merchant 8,Very Good (740-799),3,Interest Revenue,Revolve Balance,0.05474824729126832
Merchant 8,Very Good (740-799),4,Interest Revenue,Revolve Balance,0.054743112434847356
Merchant 9,ALL,0,Interest Revenue,Revolve Balance,0.06562525379362907
Merchant 9,ALL,1,Interest Revenue,Revolve Balance,0.06603253292021688
Merchant 9,ALL,2,Interest Revenue,Revolve Balance,0.0662629044742212
Merchant 9,ALL,3,Interest Revenue,Revolve Balance,0.06640236073254792
Merchant 1,Exceptional (800-850),0,Interchange Revenue,Net Transaction Volume,0.013120070531115025
Merchant 1,Exceptional (800-850),1,Interchange Revenue,Net Transaction Volume,0.013203954728845307
Merchant 1,Exceptional (800-850),2,Interchange Revenue,Net Transaction Volume,0.013287955451575392
Merchant 1,Exceptional (800-850),3,Interchange Revenue,Net Transaction Volume,0.01337211159833545
Merchant 1,Exceptional (800-850),4,Interchange Revenue,Net Transaction Volume,0.013456149626594409
Merchant 1,Exceptional (800-850),5,Interchange Revenue,Net Transaction Volume,0.01354007228574736
Merchant 1,Exceptional (800-850),6,Interchange Revenue,Net Transaction Volume,0.0136240982993697
Merchant 1,Exceptional (800-850),7,Interchange Revenue,Net Transaction Volume,0.013707849879365477
Merchant 1,Exceptional (800-850),8,Interchange Revenue,Net Transaction Volume,0.013792123426715389
Merchant 1,Exceptional (800-850),9,Interchange Revenue,Net Transaction Volume,0.01387604487490682
Merchant 1,Exceptional (800-850),10,Interchange Revenue,Net Transaction Volume,0.013960128683833124
Merchant 1,Exceptional (800-850),11,Interchange Revenue,Net Transaction Volume,0.01404382231711579
Merchant 1,Exceptional (800-850),12,Interchange Revenue,Net Transaction Volume,0.014128331100193538
Merchant 1,Exceptional (800-850),13,Interchange Revenue,Net Transaction Volume,0.014212130967485371
Merchant 1,Fair (580-669),0,Interchange Revenue,Net Transaction Volume,0.015119893529258943
Merchant 1,Fair (580-669),1,Interchange Revenue,Net Transaction Volume,0.01520442930153322
Merchant 1,Fair (580-669),2,Interchange Revenue,Net Transaction Volume,0.015287967532034267
Merchant 1,Fair (580-669),3,Interchange Revenue,Net Transaction Volume,0.015371952760530863
Merchant 1,Fair (580-669),4,Interchange Revenue,Net Transaction Volume,0.015455979610558598
Merchant 1,Fair (580-669),5,Interchange Revenue,Net Transaction Volume,0.015539516092423624
Merchant 1,Fair (580-669),6,Interchange Revenue,Net Transaction Volume,0.015623754076406425
Merchant 1,Fair (580-669),7,Interchange Revenue,Net Transaction Volume,0.01570792919107526
Merchant 1,Fair (580-669),8,Interchange Revenue,Net Transaction Volume,0.015791664049249324
Merchant 1,Fair (580-669),9,Interchange Revenue,Net Transaction Volume,0.01587734107356179
Merchant 1,Fair (580-669),10,Interchange Revenue,Net Transaction Volume,0.01596007847820524
Merchant 1,Fair (580-669),11,Interchange Revenue,Net Transaction Volume,0.016044422121770187
Merchant 1,Fair (580-669),12,Interchange Revenue,Net Transaction Volume,0.01612949588588265
Merchant 1,Fair (580-669),13,Interchange Revenue,Net Transaction Volume,0.01621362799263352
Merchant 1,Good (670-739),0,Interchange Revenue,Net Transaction Volume,0.01411998850229954
Merchant 1,Good (670-739),1,Interchange Revenue,Net Transaction Volume,0.014203946906383874
Merchant 1,Good (670-739),2,Interchange Revenue,Net Transaction Volume,0.014287999349693268
Merchant 1,Good (670-739),3,Interchange Revenue,Net Transaction Volume,0.01437197430334536
Merchant 1,Good (670-739),4,Interchange Revenue,Net Transaction Volume,0.014456253255157975
Merchant 1,Good (670-739),5,Interchange Revenue,Net Transaction Volume,0.014540361801962498
Merchant 1,Good (670-739),6,Interchange Revenue,Net Transaction Volume,0.014624134407991827
Merchant 1,Good (670-739),7,Interchange Revenue,Net Transaction Volume,0.014708031621603668
Merchant 1,Good (670-739),8,Interchange Revenue,Net Transaction Volume,0.014791748829712443
Merchant 1,Good (670-739),9,Interchange Revenue,Net Transaction Volume,0.014876319790975093
Merchant 1,Good (670-739),10,Interchange Revenue,Net Transaction Volume,0.014959746702492695
Merchant 1,Good (670-739),11,Interchange Revenue,Net Transaction Volume,0.015044780318542022
Merchant 1,Good (670-739),12,Interchange Revenue,Net Transaction Volume,0.01512804784542248
Merchant 1,Good (670-739),13,Interchange Revenue,Net Transaction Volume,0.015212969241200764
Merchant 1,Poor (300-579),0,Interchange Revenue,Net Transaction Volume,0.015120066150289407
Merchant 1,Poor (300-579),1,Interchange Revenue,Net Transaction Volume,0.01520426566298126
Merchant 1,Poor (300-579),2,Interchange Revenue,Net Transaction Volume,0.015287455506417863
Merchant 1,Poor (300-579),3,Interchange Revenue,Net Transaction Volume,0.015371773306183363
Merchant 1,Poor (300-579),4,Interchange Revenue,Net Transaction Volume,0.015455030344966772
Merchant 1,Poor (300-579),5,Interchange Revenue,Net Transaction Volume,0.015539239287433799
Merchant 1,Poor (300-579),6,Interchange Revenue,Net Transaction Volume,0.015620747307438081
Merchant 1,Poor (300-579),7,Interchange Revenue,Net Transaction Volume,0.01571231459123836
Merchant 1,Poor (300-579),8,Interchange Revenue,Net Transaction Volume,0.015789152583734978
Merchant 1,Poor (300-579),9,Interchange Revenue,Net Transaction Volume,0.015871732686607385
Merchant 1,Poor (300-579),10,Interchange Revenue,Net Transaction Volume,0.01596394027608226
Merchant 1,Poor (300-579),11,Interchange Revenue,Net Transaction Volume,0.01604634322954381
Merchant 1,Poor (300-579),12,Interchange Revenue,Net Transaction Volume,0.016128556685832227
Merchant 1,Poor (300-579),13,Interchange Revenue,Net Transaction Volume,0.016224552745219
Merchant 1,Very Good (740-799),0,Interchange Revenue,Net Transaction Volume,0.014119963461846689
Merchant 1,Very Good (740-799),1,Interchange Revenue,Net Transaction Volume,0.014203862257869383
Merchant 1,Very Good (740-799),2,Interchange Revenue,Net Transaction Volume,0.014287970183477
Merchant 1,Very Good (740-799),3,Interchange Revenue,Net Transaction Volume,0.014371924965593854
Merchant 1,Very Good (740-799),4,Interchange Revenue,Net Transaction Volume,0.01445593127574988
Merchant 1,Very Good (740-799),5,Interchange Revenue,Net Transaction Volume,0.014540166445483524
Merchant 1,Very Good (740-799),6,Interchange Revenue,Net Transaction Volume,0.014624054688934756
Merchant 1,Very Good (740-799),7,Interchange Revenue,Net Transaction Volume,0.014707817282114356
Merchant 1,Very Good (740-799),8,Interchange Revenue,Net Transaction Volume,0.01479203714680893
Merchant 1,Very Good (740-799),9,Interchange Revenue,Net Transaction Volume,0.014875878504224149
Merchant 1,Very Good (740-799),10,Interchange Revenue,Net Transaction Volume,0.014960225895507589
Merchant 1,Very Good (740-799),11,Interchange Revenue,Net Transaction Volume,0.015044031884996317
Merchant 1,Very Good (740-799),12,Interchange Revenue,Net Transaction Volume,0.015128149039337927
Merchant 1,Very Good (740-799),13,Interchange Revenue,Net Transaction Volume,0.01521200121296445
Merchant 10,ALL,0,Interchange Revenue,Net Transaction Volume,0.01421101447716855
Merchant 10,ALL,1,Interchange Revenue,Net Transaction Volume,0.014308575731902477
Merchant 2,Exceptional (800-850),0,Interchange Revenue,Net Transaction Volume,0.01353999956784477
Merchant 2,Exceptional (800-850),1,Interchange Revenue,Net Transaction Volume,0.0136450782667398
Merchant 2,Exceptional (800-850),2,Interchange Revenue,Net Transaction Volume,0.013750075928991207
Merchant 2,Exceptional (800-850),3,Interchange Revenue,Net Transaction Volume,0.013854967819479765
Merchant 2,Exceptional (800-850),4,Interchange Revenue,Net Transaction Volume,0.013959847905108092
Merchant 2,Exceptional (800-850),5,Interchange Revenue,Net Transaction Volume,0.014065076481204992
Merchant 2,Exceptional (800-850),6,Interchange Revenue,Net Transaction Volume,0.014169689630078162
Merchant 2,Exceptional (800-850),7,Interchange Revenue,Net Transaction Volume,0.01427470445792714
Merchant 2,Exceptional (800-850),8,Interchange Revenue,Net Transaction Volume,0.014380239625776602
Merchant 2,Exceptional (800-850),9,Interchange Revenue,Net Transaction Volume,0.014485163749404442
Merchant 2,Exceptional (800-850),10,Interchange Revenue,Net Transaction Volume,0.014589509209248992
Merchant 2,Exceptional (800-850),11,Interchange Revenue,Net Transaction Volume,0.014694873658088487
Merchant 2,Fair (580-669),0,Interchange Revenue,Net Transaction Volume,0.015539798367067087
Merchant 2,Fair (580-669),1,Interchange Revenue,Net Transaction Volume,0.01564497265599262
Merchant 2,Fair (580-669),2,Interchange Revenue,Net Transaction Volume,0.015750362293017843
Merchant 2,Fair (580-669),3,Interchange Revenue,Net Transaction Volume,0.015855353879614786
Merchant 2,Fair (580-669),4,Interchange Revenue,Net Transaction Volume,0.01595953834391194
Merchant 2,Fair (580-669),5,Interchange Revenue,Net Transaction Volume,0.01606469788971881
Merchant 2,Fair (580-669),6,Interchange Revenue,Net Transaction Volume,0.016168955979560265
Merchant 2,Fair (580-669),7,Interchange Revenue,Net Transaction Volume,0.01627593863306209
Merchant 2,Fair (580-669),8,Interchange Revenue,Net Transaction Volume,0.016380732672399947
Merchant 2,Fair (580-669),9,Interchange Revenue,Net Transaction Volume,0.016485633826674288
Merchant 2,Fair (580-669),10,Interchange Revenue,Net Transaction Volume,0.01658830443726124
Merchant 2,Fair (580-669),11,Interchange Revenue,Net Transaction Volume,0.01669150521609538
Merchant 2,Good (670-739),0,Interchange Revenue,Net Transaction Volume,0.014540167580218645
Merchant 2,Good (670-739),1,Interchange Revenue,Net Transaction Volume,0.014644785615302173
Merchant 2,Good (670-739),2,Interchange Revenue,Net Transaction Volume,0.014749702196597894
Merchant 2,Good (670-739),3,Interchange Revenue,Net Transaction Volume,0.014855152116075715
Merchant 2,Good (670-739),4,Interchange Revenue,Net Transaction Volume,0.014959839604423179
Merchant 2,Good (670-739),5,Interchange Revenue,Net Transaction Volume,0.015065057218999844
Merchant 2,Good (670-739),6,Interchange Revenue,Net Transaction Volume,0.015170246241353151
Merchant 2,Good (670-739),7,Interchange Revenue,Net Transaction Volume,0.015274713680050645
Merchant 2,Good (670-739),8,Interchange Revenue,Net Transaction Volume,0.015379739607126542
Merchant 2,Good (670-739),9,Interchange Revenue,Net Transaction Volume,0.015484834654163728
Merchant 2,Good (670-739),10,Interchange Revenue,Net Transaction Volume,0.015590581346030183
Merchant 2,Good (670-739),11,Interchange Revenue,Net Transaction Volume,0.015693709499419905
Merchant 2,Poor (300-579),0,Interchange Revenue,Net Transaction Volume,0.015538900311733104
Merchant 2,Poor (300-579),1,Interchange Revenue,Net Transaction Volume,0.015645319247997173
Merchant 2,Poor (300-579),2,Interchange Revenue,Net Transaction Volume,0.01574927819688926
Merchant 2,Poor (300-579),3,Interchange Revenue,Net Transaction Volume,0.015854802469405117
Merchant 2,Poor (300-579),4,Interchange Revenue,Net Transaction Volume,0.01596356196414653
Merchant 2,Poor (300-579),5,Interchange Revenue,Net Transaction Volume,0.016063783582552584
Merchant 2,Poor (300-579),6,Interchange Revenue,Net Transaction Volume,0.016167870657034743
Merchant 2,Poor (300-579),7,Interchange Revenue,Net Transaction Volume,0.016276290630975142
Merchant 2,Poor (300-579),8,Interchange Revenue,Net Transaction Volume,0.01638502418343584
Merchant 2,Poor (300-579),9,Interchange Revenue,Net Transaction Volume,0.016485131396957124
Merchant 2,Poor (300-579),10,Interchange Revenue,Net Transaction Volume,0.016592261904761905
Merchant 2,Poor (300-579),11,Interchange Revenue,Net Transaction Volume,0.016703090852325943
Merchant 2,Very Good (740-799),0,Interchange Revenue,Net Transaction Volume,0.014539954980303882
Merchant 2,Very Good (740-799),1,Interchange Revenue,Net Transaction Volume,0.014645034586890947
Merchant 2,Very Good (740-799),2,Interchange Revenue,Net Transaction Volume,0.014750119618721943
Merchant 2,Very Good (740-799),3,Interchange Revenue,Net Transaction Volume,0.014855098912329367
Merchant 2,Very Good (740-799),4,Interchange Revenue,Net Transaction Volume,0.014960039716919603
Merchant 2,Very Good (740-799),5,Interchange Revenue,Net Transaction Volume,0.015065139589062589
Merchant 2,Very Good (740-799),6,Interchange Revenue,Net Transaction Volume,0.015169821080536851
Merchant 2,Very Good (740-799),7,Interchange Revenue,Net Transaction Volume,0.015275295338781154
Merchant 2,Very Good (740-799),8,Interchange Revenue,Net Transaction Volume,0.015379964270990793
Merchant 2,Very Good (740-799),9,Interchange Revenue,Net Transaction Volume,0.01548500923978844
Merchant 2,Very Good (740-799),10,Interchange Revenue,Net Transaction Volume,0.015589884876512842
Merchant 2,Very Good (740-799),11,Interchange Revenue,Net Transaction Volume,0.015695386418822743
Merchant 3,Exceptional (800-850),0,Interchange Revenue,Net Transaction Volume,0.01325977745218753
Merchant 3,Exceptional (800-850),1,Interchange Revenue,Net Transaction Volume,0.013357998221333784
Merchant 3,Exceptional (800-850),2,Interchange Revenue,Net Transaction Volume,0.01345615143459966
Merchant 3,Exceptional (800-850),3,Interchange Revenue,Net Transaction Volume,0.013554258820769586
Merchant 3,Exceptional (800-850),4,Interchange Revenue,Net Transaction Volume,0.013652450335896836
Merchant 3,Exceptional (800-850),5,Interchange Revenue,Net Transaction Volume,0.013749825140586968
Merchant 3,Exceptional (800-850),6,Interchange Revenue,Net Transaction Volume,0.013848032637285951
Merchant 3,Exceptional (800-850),7,Interchange Revenue,Net Transaction Volume,0.013946711074104912
Merchant 3,Exceptional (800-850),8,Interchange Revenue,Net Transaction Volume,0.014043776340577598
Merchant 3,Exceptional (800-850),9,Interchange Revenue,Net Transaction Volume,0.01414057558507274
Merchant 3,Fair (580-669),0,Interchange Revenue,Net Transaction Volume,0.015260007275142736
Merchant 3,Fair (580-669),1,Interchange Revenue,Net Transaction Volume,0.015358223445467657
Merchant 3,Fair (580-669),2,Interchange Revenue,Net Transaction Volume,0.015455812419545304
Merchant 3,Fair (580-669),3,Interchange Revenue,Net Transaction Volume,0.01555338794824984
Merchant 3,Fair (580-669),4,Interchange Revenue,Net Transaction Volume,0.0156524010907369
Merchant 3,Fair (580-669),5,Interchange Revenue,Net Transaction Volume,0.015749984103770584
Merchant 3,Fair (580-669),6,Interchange Revenue,Net Transaction Volume,0.015847968744073133
Merchant 3,Fair (580-669),7,Interchange Revenue,Net Transaction Volume,0.01594473415821579
Merchant 3,Fair (580-669),8,Interchange Revenue,Net Transaction Volume,0.016043148955703464
Merchant 3,Fair (580-669),9,Interchange Revenue,Net Transaction Volume,0.016143037574992105
Merchant 3,Good (670-739),0,Interchange Revenue,Net Transaction Volume,0.014260119703890376
Merchant 3,Good (670-739),1,Interchange Revenue,Net Transaction Volume,0.014358109003057002
Merchant 3,Good (670-739),2,Interchange Revenue,Net Transaction Volume,0.01445617055431315
Merchant 3,Good (670-739),3,Interchange Revenue,Net Transaction Volume,0.01455415584227102
Merchant 3,Good (670-739),4,Interchange Revenue,Net Transaction Volume,0.014652547804721718
Merchant 3,Good (670-739),5,Interchange Revenue,Net Transaction Volume,0.014749561899691666
